h1_p0_x,h1_p0_y,h1_p1_x,h1_p1_y,h1_p2_x,h1_p2_y,h1_p3_x,h1_p3_y,h1_p4_x,h1_p4_y,h1_p5_x,h1_p5_y,h1_p6_x,h1_p6_y,h1_p7_x,h1_p7_y,h1_p8_x,h1_p8_y,h1_p9_x,h1_p9_y,h1_p10_x,h1_p10_y,h1_p11_x,h1_p11_y,h1_p12_x,h1_p12_y,h1_p13_x,h1_p13_y,h1_p14_x,h1_p14_y,h1_p15_x,h1_p15_y,h1_p16_x,h1_p16_y,h1_p17_x,h1_p17_y,h1_p18_x,h1_p18_y,h1_p19_x,h1_p19_y,h1_p20_x,h1_p20_y,h2_p0_x,h2_p0_y,h2_p1_x,h2_p1_y,h2_p2_x,h2_p2_y,h2_p3_x,h2_p3_y,h2_p4_x,h2_p4_y,h2_p5_x,h2_p5_y,h2_p6_x,h2_p6_y,h2_p7_x,h2_p7_y,h2_p8_x,h2_p8_y,h2_p9_x,h2_p9_y,h2_p10_x,h2_p10_y,h2_p11_x,h2_p11_y,h2_p12_x,h2_p12_y,h2_p13_x,h2_p13_y,h2_p14_x,h2_p14_y,h2_p15_x,h2_p15_y,h2_p16_x,h2_p16_y,h2_p17_x,h2_p17_y,h2_p18_x,h2_p18_y,h2_p19_x,h2_p19_y,h2_p20_x,h2_p20_y,label
0.0,0.0,0.23367741452127733,-0.13568505812413756,0.46720781992668275,-0.17637739918877102,0.6380176027626389,-0.12622812504355826,0.7634331485301702,-0.05536232628967286,0.5083444552081736,-0.378688948747613,0.7736077038874872,-0.2725760265809905,0.9095382127873103,-0.11461462268095843,1.0,-5.727910736936008e-05,0.4716335565839176,-0.31774746316713826,0.7414760847748212,-0.21465182143205608,0.8797746382922376,-0.0779599142076579,0.9941710341078572,0.047237622485817435,0.45017675940509877,-0.1795898206096762,0.7041597263844557,-0.10416064110784327,0.8174869847929415,0.0059365547858327644,0.9063761011527257,0.10904090817222586,0.44126016649707983,0.016145738957110797,0.6594129827997156,0.057016233291052786,0.7659627942795812,0.13293021618833895,0.8472760408680986,0.21381920535801402,0.0,0.0,0.16888866261077531,-0.12246948139860872,0.3145307007504787,-0.30071886687015875,0.40000701845674347,-0.47930738187042016,0.4423946140247894,-0.6312631546625528,0.4083435931521435,-0.27657667006011927,0.5452985652217779,-0.5335471086223394,0.6091374697787482,-0.7026145405309046,0.657188010721268,-0.8308007562962424,0.39537915163109727,-0.3454304633094713,0.5551583463796809,-0.572076566473163,0.620879002740578,-0.7284922233557701,0.6728334164258207,-0.8579965570730331,0.353123871231166,-0.4550144608253978,0.5126917931732708,-0.6477668831098322,0.5889294919075971,-0.7826065383396503,0.6488671124968728,-0.8902145814047858,0.28335724714265753,-0.5996588138333495,0.39740242313657276,-0.7832327342548365,0.4588150702086574,-0.9007096191904742,0.5067330083413927,-1.0,cheating
0.0,0.0,0.014979836128284988,-0.39270519011931326,-0.14731711592472965,-0.6658855285732475,-0.3042741145586435,-0.8354196130621254,-0.40976121409162636,-0.9883909487017464,-0.32034373126314103,-0.4910004813364353,-0.48970924434040075,-0.723311617551358,-0.5707809410216671,-0.8808725565098483,-0.630172695620582,-1.0,-0.37269980984601453,-0.3540056835302657,-0.5185964363946393,-0.6047274200989023,-0.5766025883218044,-0.7983689321887539,-0.6122690963063916,-0.9236785427537634,-0.3754853130191676,-0.27951670762160824,-0.5058230413385285,-0.5224960264544163,-0.5412493457849319,-0.6994659832113455,-0.5587434552578374,-0.8384343104446289,-0.3495327505013713,-0.26597323146034385,-0.45535527711803225,-0.47509614754273566,-0.4871748110559683,-0.6315871799082322,-0.49257696003406315,-0.7513673908112282,0.0,0.0,-0.25820010314595154,-0.018960394298841953,-0.4962017675465329,-0.12642148014440432,-0.693450232078391,-0.18261082329223124,-0.8365388672699142,-0.14075847437760794,-0.6087961226499132,-0.7440948942753997,-0.986984270242393,-0.7073154507946927,-1.0,-0.4325944137090347,-0.9186149139668995,-0.33440884476534294,-0.5798953303014674,-0.674977729851376,-0.941758872896057,-0.5821633691218528,-0.9324323690749684,-0.3426868934314783,-0.8508333724037696,-0.29136006141872567,-0.5383327863472268,-0.5105545853063903,-0.8805300295372498,-0.39771613765296077,-0.8500281307140513,-0.18580278025223873,-0.7570948005063528,-0.1550327605607389,-0.4968962445496741,-0.3001892962633035,-0.7863237845187304,-0.17075226217825495,-0.7605015471892729,-0.0208269843874537,-0.6704674386984857,0.020014710019222656,cheating
0.0,0.0,0.26301438176416514,-0.011235219777007904,0.5043236856549131,-0.10237688902591884,0.6760644838554984,-0.14188263971407183,0.8221844182811513,-0.13372593792371007,0.5246796163414419,-0.5424347657848411,0.8432397534909443,-0.4816538226957802,0.9611853768585046,-0.2151995811849837,1.0,-0.010313112851920233,0.4931603721121758,-0.512630407646271,0.8157219101399689,-0.4178127261619194,0.9223482506868598,-0.1741892313430481,0.9683100431282212,0.02127079525708548,0.49166611917915154,-0.39909253297728536,0.8141513538288517,-0.35381307379493687,0.9049609093914198,-0.14711006775222663,0.9366493143300848,0.014060255355074536,0.5096036207634166,-0.20825545646750018,0.8027050711483736,-0.1940904456272474,0.9036919454154085,-0.06753987045496988,0.9437509602586142,0.03206397275219301,0.0,0.0,0.01653746229637189,-0.3463094988635366,0.1330396160128064,-0.6246422280753652,0.23887231655832186,-0.8236160869526212,0.30277532092457266,-1.0,0.312940128162481,-0.4896268050048471,0.4218124678915015,-0.7436320830523391,0.4559651270291962,-0.8689062473728735,0.4866041576669792,-0.9541837458975239,0.3376717000751503,-0.36157851394189844,0.4372921580909436,-0.6038350595602807,0.44721159357192536,-0.7467992204901696,0.4477905045645385,-0.8279759806597149,0.3260661506809542,-0.28823089517974015,0.3974604201394246,-0.495124558249146,0.4002658570309673,-0.6190536932222083,0.3931088441190064,-0.7012809178068186,0.3011546790879039,-0.2437795140486619,0.36409806005999545,-0.41610938661041375,0.3755252544870503,-0.5325550988815504,0.3667543727118564,-0.6247780440163662,cheating
0.0,0.0,0.021748959436197302,-0.35159746753515475,-0.09182819728056396,-0.6156605976857624,-0.19205570373934663,-0.8139933565337999,-0.26375558131100374,-1.0,-0.28535468619351184,-0.47188890508243414,-0.38509304476949774,-0.7255502528120863,-0.43217719131439924,-0.8647522811692974,-0.4765227009085607,-0.9633728995622345,-0.32836577054671723,-0.34995844941920434,-0.4044129724177657,-0.5966288123268351,-0.4058975092528118,-0.7479840963963192,-0.392414840587399,-0.8424772885527828,-0.3258974115774595,-0.2696790773483404,-0.39931380494592,-0.5040240959953363,-0.38918859799626726,-0.6430059692492287,-0.3680684879007228,-0.7372507318582813,-0.29988672229535024,-0.23821270555842156,-0.3696387477094487,-0.4295259480999445,-0.36511329441227586,-0.5603705648642737,-0.3423063566862249,-0.6444800959480408,0.0,0.0,-0.2088129020247359,0.10558147237914023,-0.4236653171651038,-0.013763586184553304,-0.6340334300832065,-0.15753446185351158,-0.8051453121845605,-0.2189042442206961,-0.5248090288061565,-0.66363290736794,-0.901891760223109,-0.6069677437292905,-0.9935398002221902,-0.32355972239515773,-0.9673895304629124,-0.16759407121935063,-0.5495709116932759,-0.7773579306084604,-0.9171700601654459,-0.7304015018997387,-1.0,-0.4392542966251984,-0.9844908059413529,-0.2555843736664656,-0.5716521259787312,-0.794804640609077,-0.9187687903686932,-0.7726490808359092,-0.9900056695989816,-0.5152326651104484,-0.9682635432696782,-0.36160678127557516,-0.5896491739188776,-0.7588848902164965,-0.8776128207886907,-0.7409661165906489,-0.9481836128038645,-0.5692845546342625,-0.934944071642455,-0.4517700270424156,cheating
0.0,0.0,0.06043781637894532,-0.15953480545911428,0.18111580699525803,-0.2739665236945603,0.3077337452179128,-0.31040211957842645,0.43451624825907476,-0.34221325915795,0.5099701420660754,-0.33603704495824555,0.7148256054639629,-0.38417174074857063,0.8608582887354457,-0.4174723871123353,0.9716568431126131,-0.45183602769701914,0.5373051596720455,-0.35176253851402284,0.7384643863036873,-0.40724019457683935,0.8848089414784084,-0.4828989212478246,1.0,-0.5473879906306941,0.5452278976197271,-0.3700582017071597,0.7306513582350105,-0.4325550300849553,0.860662701085984,-0.5207190393687943,0.9631685034853431,-0.6016130228502667,0.5301197789448663,-0.38204308146698135,0.6974448076101675,-0.4605363909106803,0.799371654131183,-0.5430680100579716,0.8807328291198782,-0.6081308990888944,0.0,0.0,-0.006838347242927495,-0.4076847427004372,0.06635031198408266,-0.6936734990443097,0.14557052702783257,-0.8725178083824952,0.1996288785023536,-1.0,0.3178392367985923,-0.6311307257950419,0.37075206469272465,-0.8346747237503688,0.33572552257237903,-0.9074361301846935,0.2993883121544721,-0.9143860876257102,0.3521732200507945,-0.4619272989718046,0.3823515942541407,-0.6915327578809591,0.3353606947386249,-0.7766857105431406,0.2886816641777699,-0.7741269268269471,0.34618144735337364,-0.3365773418377959,0.364680725756666,-0.5587839720336184,0.32748389295347574,-0.6422160809252607,0.2882701455448151,-0.6466285533297191,0.3203981484347837,-0.24296830168038266,0.34801326172201297,-0.43927062063968697,0.32800017806463694,-0.5250382928513444,0.2926123898704759,-0.5571004809024398,cheating
0.0,0.0,0.04512646061696275,-0.3843320341001435,-0.03211843760599154,-0.677783003613627,-0.10323264582224809,-0.8567460378466913,-0.1531042621369962,-1.0,-0.27735909868435465,-0.6192679198060796,-0.3342933482516813,-0.8240109531221663,-0.3096493675778713,-0.903147287983932,-0.27640293851909187,-0.9147910005029772,-0.3197954404982808,-0.47242978555917886,-0.3287671288787716,-0.6823573483997037,-0.2817065799138612,-0.7756785397143192,-0.23428128060702294,-0.8302207562671823,-0.3200313513870921,-0.3530097617313628,-0.32712173886188367,-0.5465416538496126,-0.2962265277849015,-0.6465029748036559,-0.2586671742242729,-0.6902911785245447,-0.2947049433671014,-0.27152418161437875,-0.3105619917082901,-0.4322246655310111,-0.29046235677154725,-0.5292869627398207,-0.2591972254484994,-0.5667652984606066,0.0,0.0,-0.06371435951850521,-0.2403723574140648,-0.16737910487160967,-0.44614678829048565,-0.3153981457973862,-0.5298661368053728,-0.4520744842877395,-0.5090697048489056,-0.2577961687167272,-0.8419029893839771,-0.42280537718265515,-1.0,-0.5333527705551699,-0.9648519541179782,-0.6172122345163198,-0.885532821612352,-0.32442020154461887,-0.74574660971101,-0.4818045687485425,-0.9385924972487877,-0.5721768153507429,-0.9163274387167296,-0.6353257881124479,-0.8384266980748531,-0.3809381923432942,-0.5992996197675561,-0.5212870822669744,-0.8093385836815493,-0.5983333403103767,-0.811581662064691,-0.64913934887441,-0.756982932756652,-0.4330798532456918,-0.4009419500967388,-0.5581509883063933,-0.5288831124442462,-0.6081749113566647,-0.5468939803794051,-0.6347382389827766,-0.537646853423237,cheating
0.0,0.0,0.050725935226815295,-0.3728233545332087,0.20099979544387583,-0.6340127438266177,0.3555490180808094,-0.7333203601860883,0.48896203601661703,-0.7901574843142102,0.4884660820252132,-0.5612647583658376,0.7062424673252963,-0.756763049714707,0.8543524543846814,-0.8841702440750926,0.9709600016093607,-0.9755834281256106,0.5241369255274292,-0.36915986788104355,0.7257472024908442,-0.5629069835301448,0.8738882613665584,-0.6989487567987026,1.0,-0.798965348351909,0.5303795721132042,-0.2006998329093159,0.7190428605829511,-0.38011367902853566,0.8474256303047408,-0.5225916006108401,0.9595028668730021,-0.6445660073931005,0.5128206098560997,-0.053441333124328895,0.6895646699107502,-0.18771221204044833,0.7919917173691653,-0.2883390859348842,0.8788013927344135,-0.3746338853692975,0.0,0.0,-0.04178315725017889,-0.4607876958097161,0.04577174545614516,-0.752255023172708,0.17012806940807057,-0.8997683543859436,0.24320819473576863,-1.0,0.300517784751619,-0.7426032707075019,0.38842728787999753,-0.9057702701761937,0.33375750100610835,-0.924289847481826,0.2684011179541126,-0.8872268454737566,0.3552423762020162,-0.5391260980726416,0.3693108591120977,-0.7094861982080088,0.30557432159710607,-0.737920071524416,0.2521167527073831,-0.6963091783890446,0.3602304813871068,-0.36623306371950365,0.34970178163753407,-0.5412186701121464,0.2906387414143817,-0.5674732468497367,0.23743786531138406,-0.5272634993670071,0.34663242911213177,-0.22727117200771826,0.33517975382672954,-0.39548545079208164,0.2875391723116615,-0.4264166353515291,0.23741905401079888,-0.40326651569240174,cheating
0.0,0.0,0.060930236476945676,-0.4517838982482276,-0.03407057954186239,-0.7551129117267363,-0.15404188314048972,-0.9067608016394021,-0.2175400044249127,-1.0,-0.2696519328723893,-0.760971084225311,-0.384909050569138,-0.9393539658670098,-0.32573504883474697,-0.9341443176850155,-0.2607356401753364,-0.890907100861485,-0.3362557624502158,-0.5646375831114376,-0.35451445632707906,-0.73967970247611,-0.2873142933105493,-0.752263242986685,-0.22796195324009394,-0.7138022326149768,-0.3444850702883963,-0.3787917179863964,-0.3428583375746548,-0.5445271662490876,-0.29081537285818465,-0.5698842875968574,-0.24197844150081305,-0.5174684194480218,-0.3277468550510316,-0.2329148597493028,-0.32235801038699885,-0.3889902367952398,-0.2741607878466559,-0.41630775361412076,-0.22971725182340416,-0.37364331022164193,0.0,0.0,-0.04144048654442022,-0.3267772667076014,-0.16511201539313908,-0.5765272781514342,-0.3231110967295893,-0.667412225801818,-0.4557214429015878,-0.7254285123490796,-0.39584336312939106,-0.6079471105505825,-0.6012321456476342,-0.7910140064622141,-0.746220772845442,-0.9072828552441956,-0.8565448464079781,-1.0,-0.44484506628741544,-0.46230352122791535,-0.6431252555131651,-0.6344752963163486,-0.7992483374873132,-0.7581545201561413,-0.9271982813730705,-0.8443226355857427,-0.45937755019896487,-0.3227727144298051,-0.6434070105709446,-0.4739394329225655,-0.7675394496542384,-0.5715312558698971,-0.8650401165534648,-0.64770249270357,-0.44583239283442433,-0.1730153631483326,-0.5870094344536714,-0.28818234840078355,-0.6772847020420534,-0.3689525262458388,-0.7461422444749964,-0.4382038943757902,cheating
0.0,0.0,0.03177082489965742,-0.3903246378761212,0.18827410764961913,-0.6658025392578532,0.3692795803527425,-0.7526785354696016,0.5144868235361526,-0.8727383735679359,0.4418903640815296,-0.6071880245746417,0.6562591472946429,-0.7722875326084836,0.8024854899254681,-0.8935789468876674,0.9194664394712225,-1.0,0.47947206953376353,-0.3782536343174733,0.6851294104751549,-0.5225362352236808,0.8323478647904774,-0.6303566038433066,0.958068905156282,-0.7194531739477575,0.4834133209106585,-0.1727125483548052,0.6757632035554094,-0.282288886148593,0.7990281498975088,-0.37262398697279925,0.9066680119028491,-0.46200351339153556,0.4641278655295269,0.020309121988425157,0.6292205228235511,-0.058991928167709436,0.7251682479419754,-0.11892033170867,0.8076972421412673,-0.1728796648867199,0.0,0.0,-0.037817487644818924,-0.4154348056028158,0.03198112740464681,-0.692164418428799,0.14478910673616174,-0.8568395435559516,0.20054833148793288,-1.0,0.274559016806647,-0.7419186369692223,0.34926454040526794,-0.9093937915777723,0.2970723396977144,-0.914047238875836,0.24241318178544743,-0.8664655855320604,0.35106099273542357,-0.5620295072780793,0.34938353497709,-0.7441159575377857,0.282258218783476,-0.7528574169344748,0.23386174799931586,-0.6931708790182469,0.3749066047332271,-0.3894198634853763,0.35481818304572094,-0.5723533413000621,0.2904266475825254,-0.5837558625221673,0.23325313155454733,-0.529822065138135,0.3769947766165258,-0.24518859655045144,0.3509006454400605,-0.41082974380440557,0.29833148793288145,-0.42485830362688703,0.24802660302285595,-0.3876916290835111,cheating
0.0,0.0,0.06827009945066537,-0.37074478837789343,-0.0028800924452337703,-0.6716703433543594,-0.1068895075100726,-0.8591907513601049,-0.15013588185005142,-1.0,-0.21788377158323488,-0.7313923460697912,-0.31198061120001647,-0.9248254706613553,-0.26541661735421096,-0.9225413177121274,-0.21427446737034622,-0.8812749150416834,-0.29851033503311225,-0.5723464814429572,-0.29585591598774746,-0.7291741309185055,-0.2323964089260813,-0.717033857625813,-0.18667115563158046,-0.6693289266987804,-0.32100989949080144,-0.39827753123591836,-0.30070884970519113,-0.547221534093958,-0.24961227545680487,-0.5520695426916,-0.2095316505105585,-0.49588811303958547,-0.3162754626856017,-0.24842524807534405,-0.29702353692700456,-0.39398944260140417,-0.2520995344659149,-0.41019499798952197,-0.2172377722874535,-0.37209103679652566,0.0,0.0,-0.029997106590683224,-0.3752289118085246,-0.17663904449200898,-0.6916694971757809,-0.35316666576809236,-0.8466938979614943,-0.4991418615225084,-0.9458379834554496,-0.38588195968276734,-0.6758303276022263,-0.5125818376563744,-0.8454457782282631,-0.5962561799448994,-0.9283854236867786,-0.6673594674689138,-1.0,-0.44775688892003945,-0.4967400846816441,-0.580037812007469,-0.6815403181312529,-0.6932132478609438,-0.8021824573132268,-0.7921287585117452,-0.8843187773278915,-0.464438471920451,-0.3240586984690091,-0.6021351024464584,-0.5102847447240209,-0.6843357828469351,-0.5999897562527294,-0.7556686561102155,-0.6669792582089257,-0.44983933491122985,-0.15121141297217836,-0.5646272623854992,-0.30128523085272907,-0.6281317561556834,-0.3874643490637754,-0.6811422497066155,-0.47399155250279906,cheating
